id=1;statusEvento=3;data_registro=06/12/2019 16:32:08;pago=False; pub_priv=False;email_cliente=joaozinho@bool.com;nome_evento=joãoShow MAn;tipo_evento=Festas;data_evento=04/05/4555 04:54:00;servico_nome=Som;servicos_preco=0;qtde=254;descricao=5436#αßπΣ#272#αßπΣ#2422#αßπΣ##αßπΣ#24242#αßπΣ#;
id=2;statusEvento=3;data_registro=06/12/2019 16:35:02;pago=False; pub_priv=False;email_cliente=joaozinho@bool.com;nome_evento=Fontenellas;tipo_evento=Balada;data_evento=04/05/4545 05:54:00;servico_nome=Iluminacao;servicos_preco=0;qtde=65;descricao=onj#αßπΣ#jo#αßπΣ#m#αßπΣ#jomjomjojmomjomo;
id=3;statusEvento=3;data_registro=06/12/2019 16:40:05;pago=False; pub_priv=False;email_cliente=joaozinho@bool.com;nome_evento=Fontenellas;tipo_evento=Aniversário;data_evento=21/12/5112 04:45:00;servico_nome=Iluminacao;servicos_preco=0;qtde=65;descricao=sssss;
id=4;statusEvento=3;data_registro=06/12/2019 16:40:33;pago=False; pub_priv=False;email_cliente=Edizon2007@boll.com;nome_evento=Fontenellas;tipo_evento=Balada;data_evento=04/05/6213 04:59:00;servico_nome=Completo;servicos_preco=0;qtde=321;descricao=dacdcdasc#αßπΣ#asc#αßπΣ#as#αßπΣ#asd#αßπΣ#as;
id=5;statusEvento=2;data_registro=06/12/2019 16:41:02;pago=False; pub_priv=False;email_cliente=Edizon2007@boll.com;nome_evento=Alexandre II;tipo_evento=Balada;data_evento=04/05/6233 04:59:00;servico_nome=Simples;servicos_preco=0;qtde=36;descricao=dasdas#αßπΣ#d#αßπΣ#asd#αßπΣ#asd#αßπΣ#asdasasdas;
id=6;statusEvento=2;data_registro=06/12/2019 16:41:29;pago=False;pub_priv=False;email_cliente=Edizon2007@boll.com;nome_evento=MarinaShow;tipo_evento=Balada;data_evento=04/05/4562 04:12:00;servico_nome=Simples;servicos_preco=0;qtde=400;descricao=fcascascascascasc#αßπΣ#asc#αßπΣ#asc#αßπΣ#asc#αßπΣ#ascs;
id=7;statusEvento=3;data_registro=06/12/2019 16:44:27;pago=False;pub_priv=True;email_cliente=Merdadoceu@bool.com;nome_evento=MerdaShow;tipo_evento=Balada;data_evento=04/05/7821 05:14:00;servico_nome=Som;servicos_preco=0;qtde=258;descricao=O mais merda dos eventos já feitos. Você não pode perder venha ser um merda também.;
id=8;statusEvento=2;data_registro=06/12/2019 16:47:59;pago=False;pub_priv=True;email_cliente=Merdadoceu@bool.com;nome_evento=Fontenellas;tipo_evento=Casamento;data_evento=04/05/2001 04:14:00;servico_nome=Som;servicos_preco=0;qtde=321;descricao=dwqdwqqwdqwdqwd#αßπΣ#asd#αßπΣ#as#αßπΣ#d#αßπΣ#as;
id=9;statusEvento=3;data_registro=07/12/2019 00:00:22;pago=False; pub_priv=False;email_cliente=Edizon2007@boll.com;nome_evento=RedCoverShow;tipo_evento=Casamento;data_evento=12/03/2012 12:21:00;servico_nome=Som;servicos_preco=0;qtde=091;descricao=wda#αßπΣ#da#αßπΣ#d#αßπΣ#s#αßπΣ##αßπΣ#s#αßπΣ#s;
id=10;statusEvento=3;data_registro=07/12/2019 00:25:55;pago=False;pub_priv=True;email_cliente=Edizon2007@boll.com;nome_evento=LuaNovaShow;tipo_evento=Confraternizações;data_evento=26/12/2019 12:31:00;servico_nome=Completo;servicos_preco=0;qtde=321;descricao=wq;
id=11;statusEvento=1;data_registro=07/12/2019 12:48:52;pago=True; pub_priv=True;email_cliente=israel.peichim@gmail.com;nome_evento=IsraaOliver MAN;tipo_evento=Casamento;data_evento=17/12/2019 12:31:00;servico_nome=Completo;servicos_preco=15000;qtde=231;descricao=sdascxxxx;
id=12;statusEvento=1;data_registro=07/12/2019 13:10:04;pago=True; pub_priv=True;email_cliente=israel.peichim@gmail.com;nome_evento=OliverRed;tipo_evento=Balada;data_evento=17/12/2019 19:00:00;servico_nome=Som;servicos_preco=12500;qtde=213;descricao=qweqwdqwdsaxd;
id=14;statusEvento=1;data_registro=07/12/2019 13:13:35;pago=True;pub_priv=False;email_cliente=israel.peichim@gmail.com;nome_evento=LuaNovaShow;tipo_evento=Confraternizações;data_evento=12/03/4221 12:31:00;servico_nome=Iluminacao;servicos_preco=12500;qtde=203;descricao=;
id=14;statusEvento=0;data_registro=07/12/2019 13:45:20;pago=False;pub_priv=False;email_cliente=israel.peichim@gmail.com;nome_evento=RedCoverShow;tipo_evento=Chá de bebe;data_evento=27/12/2019 12:12:00;servico_nome=Som;servicos_preco=12500;qtde=234;descricao=;
id=15;statusEvento=2;data_registro=07/12/2019 14:08:16;pago=False;pub_priv=True;email_cliente=EriqueWolf@outlook.com;nome_evento=RedCoverShow;tipo_evento=Balada;data_evento=12/03/1211 12:21:00;servico_nome=Iluminacao;servicos_preco=12500;qtde=312;descricao=;
id=16;statusEvento=2;data_registro=07/12/2019 14:42:50;pago=False;pub_priv=False;email_cliente=Suh2469@bool.com;nome_evento=SuhShow;tipo_evento=Aniversário;data_evento=31/12/2019 23:42:00;servico_nome=Simples;servicos_preco=10000;qtde=30;descricao=;
id=17;statusEvento=1;data_registro=07/12/2019 15:08:39;pago=False;pub_priv=False;email_cliente=israel.peichim@gmail.com;nome_evento=IsraaOliver MAN;tipo_evento=15 anos;data_evento=17/12/2019 12:31:00;servico_nome=Completo;servicos_preco=15000;qtde=131;descricao=;
id=18;statusEvento=3;data_registro=07/12/2019 15:41:28;pago=False;pub_priv=False;email_cliente=israel.peichim@gmail.com;nome_evento=RedCoverShow;tipo_evento=Balada;data_evento=14/10/2019 13:11:00;servico_nome=Completo;servicos_preco=15000;qtde=311;descricao=31;
id=19;statusEvento=2;data_registro=07/12/2019 15:44:56;pago=False;pub_priv=False;email_cliente=Edizon2007@boll.com;nome_evento=LuaNovaShow;tipo_evento=Casamento;data_evento=24/12/2019 12:31:00;servico_nome=Som;servicos_preco=12500;qtde=400;descricao=;
id=20;statusEvento=3;data_registro=08/12/2019 00:22:38;pago=True; pub_priv=False;email_cliente=joaozinho@bool.com;nome_evento=João souza;tipo_evento=Confraternizações;data_evento=25/12/2019 12:12:00;servico_nome=Simples;servicos_preco=10000;qtde=121;descricao=;
id=21;statusEvento=1;data_registro=08/12/2019 03:44:17;pago=True; pub_priv=False;email_cliente=israel.peichim@gmail.com;nome_evento=Merda123;tipo_evento=Balada;data_evento=12/12/1234 12:21:00;servico_nome=Som;servicos_preco=12500;qtde=122;descricao=w;
id=22;statusEvento=3;data_registro=09/12/2019 13:42:04;pago=False;pub_priv=True;email_cliente=joaozinho@bool.com;nome_evento=LucasC#Show;tipo_evento=Confraternizações;data_evento=29/12/2019 07:42:00;servico_nome=Som;servicos_preco=12500;qtde=321;descricao=fewfdscvdsv#αßπΣ#dsv#αßπΣ#ds#αßπΣ#vds#αßπΣ#;
id=23;statusEvento=3;data_registro=10/12/2019 13:11:17;pago=False;pub_priv=False;email_cliente=joaozinho@bool.com;nome_evento=LucasC#Show;tipo_evento=Balada;data_evento=30/12/2019 21:21:00;servico_nome=Simples;servicos_preco=10000;qtde=321;descricao=;
id=24;statusEvento=1;data_registro=10/12/2019 13:12:09;pago=True; pub_priv=False;email_cliente=joaozinho@bool.com;nome_evento=LucasC#Show;tipo_evento=Casamento;data_evento=23/12/2019 13:21:00;servico_nome=Completo;servicos_preco=15000;qtde=321;descricao=dwdsas#αßπΣ#asd#αßπΣ#as#αßπΣ#;
id=25;statusEvento=2;data_registro=10/12/2019 14:26:13;pago=False;pub_priv=False;email_cliente=Lucascastilho@gmail.com;nome_evento=LucasC#Show;tipo_evento=Aniversário;data_evento=25/12/2019 21:11:00;servico_nome=Completo;servicos_preco=15000;qtde=321;descricao=dppp#αßπΣ#ppp#αßπΣ#pp#αßπΣ#;
id=26;statusEvento=3;data_registro=10/12/2019 17:11:52;pago=False;pub_priv=False;email_cliente=Edizon2007@boll.com;nome_evento=Fontenellas;tipo_evento=Balada;data_evento=31/12/2131 23:31:00;servico_nome=Simples;servicos_preco=10000;qtde=20;descricao=;
id=27;statusEvento=2;data_registro=12/12/2019 15:11:51;pago=False;pub_priv=False;email_cliente=joaozinho@bool.com;nome_evento=Jão Ferreira;tipo_evento=Chá de bebe;data_evento=19/12/2019 03:21:00;servico_nome=Som;servicos_preco=12500;qtde=213;descricao=;
id=28;statusEvento=2;data_registro=12/12/2019 15:12:55;pago=False;pub_priv=False;email_cliente=joaozinho@bool.com;nome_evento=Kkkk;tipo_evento=Balada;data_evento=20/12/2019 03:34:00;servico_nome=Completo;servicos_preco=15000;qtde=322;descricao=;
id=29;statusEvento=1;data_registro=12/12/2019 16:16:27;pago=True; pub_priv=False;email_cliente=Diogueira@gmail.com;nome_evento=festa;tipo_evento=Festas;data_evento=14/12/2019 02:02:00;servico_nome=Completo;servicos_preco=15000;qtde=41;descricao=dddd;
id=30;statusEvento=1;data_registro=12/12/2019 16:49:31;pago=True; pub_priv=True;email_cliente=Juresklewison_2010@hotmail.com;nome_evento=Juresklewison;tipo_evento=Chá de bebe;data_evento=07/12/2019 00:00:00;servico_nome=Completo;servicos_preco=15000;qtde=20;descricao=Só a família é bem vinda!#αßπΣ#Pessoas de fora não venham!;
